reviews,date,ratings,year,month,cleaned_reviews,polarity,Sentiment_analysis
"✅ Trip Verified | Great all round. BA2591, 11 October. Good price, easy boarding, lovely cabin crew, great iced coffee on sale. Comfortable, on time and a nice smile from the cabin and flight crew after a windy landing. Couldn’t ask for more (until they reinstate a free drink and sandwich).",2019-10-12,8,2019,10, great   round            october  good price  easy boarding  lovely cabin crew  great iced coffee   sale  comfortable    time     nice smile from   cabin   flight crew after   windy landing  couldn       more  until they reinstate   free drink   sandwich  ,0.47575757575757577,Positive
"✅ Trip Verified | Flew back from Abu Dhabi in World traveller plus. The seat is so uncomfortable it does not warrant the price tag of the seat, seat cushioning terrible and zero feeling of comfort, I got no sleep. A snack was served after take off which was quite tasty, but breakfast was just dismal, tasteless. Not much interaction with the crew, but they seemed friendly enough. Would not travel with British Airways in this cabin again, really not worth the price tag.",2019-10-12,9,2019,10, flew back from   dhabi   world traveller plus    seat     uncomfortable   does   warrant   price       seat  seat cushioning terrible   zero feeling   comfort        sleep    snack   served after take   which   quite tasty    breakfast   just dismal  tasteless    much interaction with   crew    they seemed friendly enough  would   travel with british airways   this cabin again  really   worth   price   ,-0.13611111111111113,Negative
"Not Verified | Flew from London Heathrow to Abu Dhabi. Honestly, they were really good, legroom great, crew excellent - looked after us superbly, food and drinks were bang on, did Vegas in April too, nowt wrong with this airline.",2019-10-11,4,2019,10, flew from london heathrow     dhabi  honestly  they were really good  legroom great  crew excellent   looked after   superbly  food   drinks were bang      vegas   april    nowt wrong with this airline ,0.6,Positive
"✅ Trip Verified |  Johannesburg to Amsterdam via London. After many delayed departures they announced that the flight was cancelled and rescheduled to depart the following night at 8pm. The following night at 7.30 pm they announced further delays due to the same ""technical"" fault reported 24 hours previously. Finally departed at 10pm, consequences were missed connecting flight to Amsterdam. WE also had to pay for our ""no show"" at our hotel in Amsterdam and when trying to claim this charge from BA they declined but offered to pay for our taxi? Arrived in Amsterdam 30 hours later. What really annoyed us was the lack of communication and disorganized manner on how the events were mishandled. Once on board the crew were really nice and just as we were getting new hope this was shattered by the terrible food and on board entertainment that was outdated. Our connecting BA flight back home was the same thing and on arrival we were delayed on disembarking.",2019-10-11,9,2019,10,  johannesburg   amsterdam   london  after many delayed departures they announced that   flight   cancelled   rescheduled   depart   following night         following night          they announced further delays       same  technical  fault reported    hours previously  finally departed        consequences were missed connecting flight   amsterdam    also              show      hotel   amsterdam   when trying   claim this charge from   they declined   offered         taxi  arrived   amsterdam    hours later  what really annoyed       lack   communication   disorganized manner       events were mishandled  once   board   crew were really nice   just     were getting   hope this   shattered     terrible food     board entertainment that   outdated    connecting   flight back home     same thing     arrival   were delayed   disembarking ,-0.05000000000000001,Negative
"✅ Trip Verified | Dubai to London Heathrow. I flew on the A350 on one of its first trips and will be flying it again. On the same multi segment trip I tried SQ business class and EK business class (and sadly the old BA business class on an aging B777) on overnight trips. The new ""business suite"" offering from BA is the best business class I have experienced. I am a BA Gold card holder and the experience was outstanding. The First lounge at DXB was very good with plenty of seating and a good choice of drinks. Food choice in the lounge was limited but not an issue. On board the new suite was very comfortable and I had a great nights sleep with the closed door making all the difference to getting a full six hours in. The bed was very comfortable. Food choices were very limited (soup and sandwiches) although this did suit the timing of the flight. I would say this is an excellent very serious business product for night time business travellers. Whether it works for leisure travellers who want to wow rather than sleep or daytime travellers I don't know, but I certainly could work very effectively in my suite. Downside is the IFE is still rubbish in relation to the rest of the product.",2019-10-09,2,2019,10, dubai   london heathrow    flew                  first trips   will   flying   again      same multi segment trip   tried   business class     business class    sadly       business class     aging         overnight trips       business suite  offering from       best business class   have experienced          gold card holder     experience   outstanding    first lounge       very good with plenty   seating     good choice   drinks  food choice     lounge   limited       issue    board     suite   very comfortable         great nights sleep with   closed door making     difference   getting   full   hours          very comfortable  food choices were very limited  soup   sandwiches  although this   suit   timing     flight    would   this     excellent very serious business product   night time business travellers  whether   works   leisure travellers   want     rather than sleep   daytime travellers       know      certainly could work very effectively     suite  downside         still rubbish   relation     rest     product ,0.36983333333333335,Positive
✅ Trip Verified | Istanbul to New York via London. Literally the worst experience. We have tried this airline for the first and definitely last time! They should go through their customer service hiring department from scratch!,2019-10-09,10,2019,10, istanbul     york   london  literally   worst experience    have tried this airline     first   definitely last time  they should   through their customer service hiring department from scratch ,-0.25,Negative
"✅ Trip Verified |  Yesterday my husband and I decided to to come home from Rome earlier than the scheduled time at 8pm. When I rang BA in London, the customer service adviser was helpful and reassuring and able to change the the flight time to 3pm without having to pay extra. Onboard the flight, the steward gave me hot water and milk so that I can used my own preferred decaf tea and did not charge me. While waiting to get off the plane, I had a wonderful conversation with the BA staff who are so pleasant. I love flying with BA and we will continue to do so. We have booked our flight with BA next year. Thank you for taking good care of us and just to sat how much we appreciate your excellent service.",2019-10-09,1,2019,10,  yesterday   husband     decided     come home from rome earlier than   scheduled time       when   rang     london    customer service adviser   helpful   reassuring   able   change     flight time      without having     extra  onboard   flight    steward gave     water   milk   that     used     preferred decaf         charge    while waiting         plane        wonderful conversation with     staff       pleasant    love flying with       will continue          have booked   flight with   next year  thank     taking good care       just       much   appreciate your excellent service ,0.4633333333333334,Positive
"✅ Trip Verified | Flight from London to Athens with British Airways, was one of the worst experiences. The ""new"" slim seats are so uncomfortable you spend the flight and sadly the next day as well in pain. The screens with flight info have gone, no frills, and airline has become a bad quality budget airline. Sad. Avoid.",2019-10-09,10,2019,10, flight from london   athens with british airways          worst experiences        slim seats     uncomfortable   spend   flight   sadly   next     well   pain    screens with flight info have gone    frills    airline   become     quality budget airline     avoid ,-0.375,Negative
Not Verified |  Short 45 minute flight north and south with British Airways. Lounge at LHR and also NCL was busy but there was no shortage of seats. Gates for departures and arrivals were very conveniently placed near the airport exits. The seats on the flight were comfortable and the schedule was perfectly on time.,2019-10-08,1,2019,10,  short    minute flight north   south with british airways  lounge       also     busy   there     shortage   seats  gates   departures   arrivals were very conveniently placed near   airport exits    seats     flight were comfortable     schedule   perfectly   time ,0.2571428571428572,Positive
"Not Verified |  Calgary to Gothenburg via London with British Airways. Staff are very friendly and helpful. Entertainment was good. Food was just ok, although a salmon sandwich as a snack on a full plane wouldn't be my first choice to serve. The seats are incredibly uncomfortable. Super narrow to the point that you sit with your arms crossed so as to not hit your neighbours. For a 9 hour flight this is painful. Paid for the extra leg room which was good but still one of the most uncomfortable long flights have ever been on. Recommend for short trips.",2019-10-08,8,2019,10,  calgary   gothenburg   london with british airways  staff   very friendly   helpful  entertainment   good  food   just    although   salmon sandwich     snack     full plane wouldn       first choice   serve    seats   incredibly uncomfortable  super narrow     point that     with your arms crossed           your neighbours        hour flight this   painful  paid     extra   room which   good   still       most uncomfortable long flights have ever been    recommend   short trips ,0.0913888888888889,Positive
"✅ Trip Verified |  For a long time I have avoided taking British Airways due to it’s poor past reputation. Yesterday I traveled on BA 34 from Kuala Lumpur to London Heathrow, I boarded the flight with an open mind, over 12 hours later I disembarked feeling very happy because it is always good to see an airline make visible improvements that deliver value to it’s customers. A praise is due and I want to congratulate BA for such a pleasant experience, the flight departed on time and arrived half an hour early, the crew was not only professional but they did everything with a smile that made passengers feel welcomed, the plane was pristine new with delightful entertainment content, the food was way above the expectations of a seasoned economy class traveler. What more can I say? Enough to say that I will be traveling with BA again!",2019-10-07,6,2019,10,      long time   have avoided taking british airways         poor past reputation  yesterday   traveled        from kuala lumpur   london heathrow    boarded   flight with   open mind  over    hours later   disembarked feeling very happy because     always good       airline make visible improvements that deliver value       customers    praise         want   congratulate     such   pleasant experience    flight departed   time   arrived half   hour early    crew     only professional   they   everything with   smile that made passengers feel welcomed    plane   pristine   with delightful entertainment content    food     above   expectations     seasoned economy class traveler  what more        enough     that   will   traveling with   again ,0.19083333333333335,Positive
"✅ Trip Verified |  Austin to London. Another pleasant flight on an ageing 747. After the horror of discovering one of us was allocated a centre seat, meaning effectively sleeping next to a stranger, she kindly swapped seats so we could be together. For a couple the centre seats are really quite nice and you feel you’re in your own little world. A good flight, on time with a nice crew is as good as you can expect.",2019-10-06,10,2019,10,  austin   london  another pleasant flight     ageing      after   horror   discovering         allocated   centre seat  meaning effectively sleeping next     stranger    kindly swapped seats     could   together      couple   centre seats   really quite nice     feel       your   little world    good flight    time with   nice crew     good       expect ,0.45458333333333334,Positive
✅ Trip Verified |  London to Kuala Lumpur. Better than I was expecting after reading the other reviews. The seats are great and service was very friendly on this leg (less so on the return). A few areas need improvement: 1) Separate toilets from economy 2) Dedicated crew for the premium economy section rather than added onto their economy service. 3) A better 2nd meal - The main meal was great and noticeably more premium however the next meal (breakfast) was a bit of an afterthought. Would I choose BA premium Eco again : Yes Definitely.,2019-10-06,8,2019,10,  london   kuala lumpur  better than     expecting after reading   other reviews    seats   great   service   very friendly   this    less       return       areas need improvement     separate toilets from economy    dedicated crew     premium economy section rather than added onto their economy service       better    meal     main meal   great   noticeably more premium however   next meal  breakfast            afterthought  would   choose   premium   again     definitely ,0.3147727272727273,Positive
"Not Verified | I wish I could give a zero. I was booked on a flight from Newark to Madrid via London. I come to find that the minimum layover time in London is 1 hr. My flight layover in London was 1hr5min. British Airways promised that the arriving and departing terminals in London were the same, but that was a total lie. My wife and I were sprinting across the airport, but between getting off the aeroplane, having to go through security again, and having to get to the other side of the airport for our connection, we missed the layover flight. We had the same route in the reverse direction. I called BA hoping to change the return flights and explained this situation. They kept insisting that since the layover was a staggering 5 minutes more than London’s minimum 1hr layover threshold that they were unable to help in any way. British Airways has by far the worst customer service I have ever experienced. Ryanair which is a no-frills airline has better customer service and that is saying something. I will never be flying BA again and plan on converting my company away from BA flights as well. Be warned. Stay away from this carrier at all costs or be prepared to deal with zero customer service in case any issues arise.",2019-10-03,7,2019,10,   wish   could give   zero      booked     flight from newark   madrid   london    come   find that   minimum layover time   london          flight layover   london         british airways promised that   arriving   departing terminals   london were   same    that     total      wife     were sprinting across   airport    between getting     aeroplane  having     through security again    having         other side     airport     connection    missed   layover flight        same route     reverse direction    called   hoping   change   return flights   explained this situation  they kept insisting that since   layover     staggering   minutes more than london   minimum    layover threshold that they were unable   help        british airways         worst customer service   have ever experienced  ryanair which       frills airline   better customer service   that   saying something    will never   flying   again   plan   converting   company away from   flights   well    warned  stay away from this carrier     costs     prepared   deal with zero customer service   case   issues arise ,0.015909090909090914,Positive
Not Verified |  One of the reasons we traveled club class was because BA have lounges where you can get away from the usual airport chaos and screaming children. BA don’t tell you there is no lounge at Kos airport. Limited seating. Very noisy limited facilities. Not sure I will spend so much on air tickets with them in the future if they don’t warn of limited facilities. It doesn’t help that the flight is delayed by an hour!,2019-10-02,1,2019,10,        reasons   traveled club class   because   have lounges where       away from   usual airport chaos   screaming children        tell   there     lounge     airport  limited seating  very noisy limited facilities    sure   will spend   much     tickets with them     future   they     warn   limited facilities    doesn   help that   flight   delayed     hour ,0.054464285714285715,Positive
"Not Verified |  Gatwick to Alicante. On my outbound flight (23 Sept) I gave BA almost 10 out of 10 across the board in a review they invited me to complete. On my return flight (26 Sept) it was a different matter. From entering Alicante airport up until boarding the service was by comparison below standard (except the VIP lounge which was good). Travelling Club Europe had no advantages. Only one check in open for all passengers, no bag drop facilities, no facility to print boarding passes. When invited to board we had to wait 20 minutes on the ramp before being let on the plane. The Iberia factor. Honestly you wouldn't have thought it was the same company. Once on the plane everything went like clockwork.",2019-10-02,5,2019,10,  gatwick   alicante      outbound flight     sept    gave   almost           across   board     review they invited     complete      return flight     sept        different matter  from entering alicante airport   until boarding   service     comparison below standard  except     lounge which   good   travelling club europe     advantages  only   check   open     passengers      drop facilities    facility   print boarding passes  when invited   board       wait    minutes     ramp before being       plane    iberia factor  honestly   wouldn   have thought       same company  once     plane everything went like clockwork ,0.175,Positive
"✅ Trip Verified |  Vancouver to London. Great flight on the superb A380; in my opinion, the most comfortable and quiet aircraft flying at the moment. Outstanding in flight service from the crew. Attentive, polite and professional; the very best of British Airways service. Food well above average for this cabin - though breakfast could have been better. IFE excellent. The seat is comfortable with a good recline and supplied with a decent, plump cushion and an excellent quilted blanket. Very enjoyable flight. Highly recommended.",2019-10-01,4,2019,10,  vancouver   london  great flight     superb           opinion    most comfortable   quiet aircraft flying     moment  outstanding   flight service from   crew  attentive  polite   professional    very best   british airways service  food well above average   this cabin   though breakfast could have been better    excellent    seat   comfortable with   good recline   supplied with   decent  plump cushion     excellent quilted blanket  very enjoyable flight  highly recommended ,0.45633333333333337,Positive
✅ Trip Verified |  Gatwick to Alicante. 3.5 hours (1 hour sitting on tarmac) with my knees rammed against seat in front. No room to move. I have travelled on several airlines on this route in last 12 months - Vueling Airlines has best seats! Stay away from the rest unless you are under 5ft tall!,2019-09-30,9,2019,9,  gatwick   alicante      hours    hour sitting   tarmac  with   knees rammed against seat   front    room   move    have travelled   several airlines   this route   last    months   vueling airlines   best seats  stay away from   rest unless     under    tall ,0.3333333333333333,Positive
"Not Verified | We have had some torrid experiences with BA - which we have not been shy to report. So when we flew yesterday with them from Heathrow to Austin and had a great flight in every way, it felt right to feedback on that. The staff in the upstairs business class cabin were, frankly, wonderful. Cheerful, efficient and calm. What more could you ask? The food was pretty nice and the champagne lovely. The beds were very comfortable and sleeping was easy. I literally cannot think of any real negatives. The luggage lockers were quite small but then it’s an older model of the plane so that probably explains it. If only BA could deliver this kind of experience on every occasion, they would once again be the “world’s favourite airline’. Sadly, the current CEO doesn’t seem able to inspire and motivate his staff to be consistently delightful. Perhaps once he moves on we can expect something better. Although the flight was a bit delayed on departure it arrives bang on time. As we entered the (literally empty) immigration area, we were met by the most charming customs officer you can imagine, who ended up giving us tourist tips and ideas for bars! Surreal, as anyone who regularly travels to the States, will testify! It felt as if we were living in the Truman Show at one point but in the nicest possible way. Get yourselves down to good ole Austin now that BA fly there direct. Fantastic.",2019-09-28,1,2019,9,   have   some torrid experiences with     which   have   been     report    when   flew yesterday with them from heathrow   austin       great flight   every      felt right   feedback   that    staff     upstairs business class cabin were  frankly  wonderful  cheerful  efficient   calm  what more could        food   pretty nice     champagne lovely    beds were very comfortable   sleeping   easy    literally cannot think     real negatives    luggage lockers were quite small   then       older model     plane   that probably explains      only   could deliver this kind   experience   every occasion  they would once again      world   favourite airline   sadly    current   doesn   seem able   inspire   motivate   staff     consistently delightful  perhaps once   moves       expect something better  although   flight       delayed   departure   arrives bang   time      entered    literally empty  immigration area    were       most charming customs officer     imagine    ended   giving   tourist tips   ideas   bars  surreal    anyone   regularly travels     states  will testify    felt       were living     truman show     point       nicest possible      yourselves down   good   austin   that     there direct  fantastic ,0.35667195767195764,Positive
"✅ Trip Verified | London Heathrow to Austin with British Airways. It was a little bit like going back in time to fly upper deck on a 747 to Austin. But, it was the most enjoyable flight we’ve taken for a long time. It was so quiet on our deck and we had a fantastic flight crew who couldn’t do enough for you, and always with a smile. We arrived as fresh as you can from 10 hours in the air, on time, and thoroughly enjoyed the experience. The only slight issue was the very IFE systems and small overhead lockers. But plenty of spare lockers and our iPads took are of that.",2019-09-28,10,2019,9, london heathrow   austin with british airways        little   like going back   time     upper deck           austin           most enjoyable flight     taken     long time        quiet     deck         fantastic flight crew   couldn     enough        always with   smile    arrived   fresh       from    hours          time    thoroughly enjoyed   experience    only slight issue     very   systems   small overhead lockers    plenty   spare lockers     ipads took     that ,0.12034313725490199,Positive
"Not Verified |  I did not actually fly because of their pilot strike. This review is because of the poor service to its customers who were due to fly on the days of the strike. I immediately tried to rebook with the only other airline that flew to Jersey, but of course, they had put their air fares up for the day in question and had to pay £110 more for a return flight. I then cancelled my BA flight, but they only refunded £159 of the £187 I had paid. The £28 difference was picking my seats. How do they consider that not part of the cost of the flight? They should have refunded me everything as it was not my fault they were striking. I completed their complaint form a month ago and they have never responded to me. 2 weeks ago I phoned their Customer Service line and the person I spoke to said he would refund me the £28. I never received the refund. ",2019-09-27,8,2019,9,        actually   because   their pilot strike  this review   because     poor service     customers   were           days     strike    immediately tried   rebook with   only other airline that flew   jersey      course  they     their   fares           question              more     return flight    then cancelled     flight    they only refunded                   paid        difference   picking   seats      they consider that   part     cost     flight  they should have refunded   everything           fault they were striking    completed their complaint form   month     they have never responded        weeks     phoned their customer service line     person   spoke   said   would refund            never received   refund  ,0.021875,Positive
"✅ Trip Verified | The start of our journey back from from EFL was inauspicious, with hundreds of delayed and stranded passengers crammed into the departure lounge, awaiting flights on airlines other than BA. As it was, weather in the UK plus air traffic control issues meant that departure was delayed by 90 minutes. Once airborne in a refitted A320 (complete with a nice fresh leather smell!), cabin crew in CE were friendly and efficient, and the food (including a cod dish) was quite reasonable. It was interesting to note that the refit hadn't extended to the toilet which was looking distinctly worse for the wear. A big plus on the flight - and a first for me - was WiFi, which actually worked and was quite fast - although at a cost of £4.99 for an hour's use. I thought it was meant to be free for business class passengers, but evidently not. Landing made up for some time but we were parked right in the middle of nowhere because of a backlog of flights. However, BA had laid on a separate bus for CE passengers and we were out of the airport 30 minutes later. So, not too bad, all in all.",2019-09-26,1,2019,9,   start     journey back from from     inauspicious  with hundreds   delayed   stranded passengers crammed into   departure lounge  awaiting flights   airlines other than           weather       plus   traffic control issues meant that departure   delayed      minutes  once airborne     refitted       complete with   nice fresh leather smell    cabin crew     were friendly   efficient      food  including     dish    quite reasonable      interesting   note that   refit hadn   extended     toilet which   looking distinctly worse     wear      plus     flight       first         wifi  which actually worked     quite fast   although     cost             hour        thought     meant     free   business class passengers    evidently    landing made     some time     were parked right     middle   nowhere because     backlog   flights  however      laid     separate       passengers     were       airport    minutes later                  ,0.12644110275689222,Positive
"Not Verified | Chicago to Zurich via London. Delays after delays. The flight was supposed to depart at 8:30 pm (Chicago Time) but was scheduled at 9:40 pm, we waited a long time at the airport. Finally, at 10 pm we managed to board on the A380 for my first time but the legroom was horrible. The IFE completely unfunctional and with no food served. During the taxi, a technical problem occurred and we returned to the gate. In the end, the plane took off at 12 am Chicago time and we arrived in London Heathrow at 2 pm. We had to wait 3 hours for boarding for another 30 minutes delayed flight. We arrived in Zurich on an old A319 at 9:30 pm Zurich time instead of the original 3:30 pm. Very stressful at least the staff were nice.",2019-09-26,7,2019,9, chicago   zurich   london  delays after delays    flight   supposed   depart           chicago time      scheduled             waited   long time     airport  finally           managed   board              first time     legroom   horrible      completely unfunctional   with   food served  during   taxi    technical problem occurred     returned     gate           plane took          chicago time     arrived   london heathrow              wait   hours   boarding   another    minutes delayed flight    arrived   zurich                     zurich time instead     original         very stressful   least   staff were nice ,0.017499999999999995,Positive
"✅ Trip Verified | Glasgow to London. Smooth flight, departure/arrival on time. Boarding was quick, the seat was ok. Although I had pre-ordered a vegetarian option, the caterer hadn't provided any (so they said) - but the flight attendant quickly solved the issue. The food was good, and the wine (french, Bourgogne) also surprisingly good. Flight attendant was professional, polite and attentive to detail. All in all, a great flight.",2019-09-23,1,2019,9, glasgow   london  smooth flight  departure arrival   time  boarding   quick    seat      although       ordered   vegetarian option    caterer hadn   provided      they said        flight attendant quickly solved   issue    food   good      wine  french  bourgogne  also surprisingly good  flight attendant   professional  polite   attentive   detail           great flight ,0.37878787878787884,Positive
"✅ Trip Verified | Having booked this flight a week before the BA strike and mistakingly thinking that the strike would have ended two days before I flew and not in fact the day before, I was apprehensive as to how it would operate. The check-in and security clearance at T5 took only 15 minutes. Personally I do not like the self service bag and tag drop that BA operate as one is not 100% confident that I did everything correctly. Boarding is by the new fare group system (1 to 5) which depends on how much one has paid for the ticket. Again I'm not a fan of this. Possibly due to the previous day's strike and the need to accommodate passengers from canceled flights, the aircraft was a large A321. Boarding was however smooth. On board the virtually full cabin was very clean and the EuroTraveller seats were comfortable and offer sufficient leg room (I'm 1m.79cm and my knees do not touch the seat in front). The departure was only 15 minutes behind the scheduled departure time. In flight there were 3 cabin staff in the Euro Traveller cabin (believe 2 in Club cabin) who were very efficient and friendly and so one only had to wait no more than 30 minutes from take off to purchase refreshments on such a full flight. Again it is a shame though that BA have gone down the no frills line and charge for food and drinks when they describe themselves as a full service airline. The landing at Tegel was 30 minutes ahead of schedule. All in all it was a pleasant flight and the value was very good as it was combined with a hotel booking. Tegel itself is a bit of hassle with only 2 border police carrying out immigration controls for over 200 passengers at the end of the airbridge and a further 30 minute wait for luggage but this was not BA's fault.",2019-09-21,9,2019,9, having booked this flight   week before     strike   mistakingly thinking that   strike would have ended   days before   flew       fact     before      apprehensive         would operate    check     security clearance      took only    minutes  personally       like   self service       drop that   operate              confident that     everything correctly  boarding         fare group system         which depends     much     paid     ticket  again             this  possibly       previous     strike     need   accommodate passengers from canceled flights    aircraft     large       boarding   however smooth    board   virtually full cabin   very clean     eurotraveller seats were comfortable   offer sufficient   room                 knees     touch   seat   front     departure   only    minutes behind   scheduled departure time    flight there were   cabin staff     euro traveller cabin  believe     club cabin    were very efficient   friendly       only     wait   more than    minutes from take     purchase refreshments   such   full flight  again       shame though that   have gone down     frills line   charge   food   drinks when they describe themselves     full service airline    landing   tegel      minutes ahead   schedule              pleasant flight     value   very good       combined with   hotel booking  tegel itself         hassle with only   border police carrying   immigration controls   over     passengers           airbridge     further    minute wait   luggage   this         fault ,0.21821097883597887,Positive
"✅ Trip Verified |  I wouldn't even rate them 1/10 2 x business class passengers booked via On Business. 1 bag lost in transit. Ground crew in MXP rude, dismissive & most unhelpful, unable to locate missing bag. Waited for next flight to arrive, still no bag. Decided to cut short our trip as the bag contained essential meds - ok that's a lesson learnt the hard way. Due to this being an OB booking BA customer services unwilling to be flexible and change tickets resulting in full fare tickets purchased to return. Apparently the bag arrived 24hrs later, we were back in the UK, despite BA website showing in transit LHR/MXP for 8 days! Numerous lengthy calls to customer service proved fruitless, passed from one department to another then cut off! After an email to their CEO & Director of Brand and Customer Experience received a call from Global Engagement Executive Team offering £100 e-voucher. Abysmal customer services. No wonder their reputation is in tatters. I will never fly BA again.",2019-09-19,9,2019,9,    wouldn   even rate them          business class passengers booked     business      lost   transit  ground crew     rude  dismissive   most unhelpful  unable   locate missing    waited   next flight   arrive  still      decided     short   trip       contained essential meds     that     lesson learnt   hard        this being     booking   customer services unwilling     flexible   change tickets resulting   full fare tickets purchased   return  apparently     arrived     later    were back        despite   website showing   transit         days  numerous lengthy calls   customer service proved fruitless  passed from   department   another then      after   email   their     director   brand   customer experience received   call from global engagement executive team offering        voucher  abysmal customer services    wonder their reputation     tatters    will never     again ,-0.027976190476190484,Negative
✅ Trip Verified | Flying London City to Geneva. The only plus was the Embraer E190 jet had a comfortable interior with plenty of leg room for an economy seat. Other than that BA now offers a basic no frills service that is no different to a budget airline. Yet it charges 'full service' prices!,2019-09-19,1,2019,9, flying london city   geneva    only plus     embraer            comfortable interior with plenty     room     economy seat  other than that     offers   basic   frills service that     different     budget airline      charges  full service  prices ,0.10357142857142856,Positive
"✅ Trip Verified |  Los Angeles to Istanbul via London. Flight between London and Istanbul is like coach, no TV and small leg room. Transatlantic business seats are very narrow and mine did not become a complete bed. Food was below average. The Heathrow BA business lounge was a cramped, tasteless, dirty lounge . It took us 25 min to find two chairs to seat. Food was  awful and service is even worst. When we wanted to change our departure date by a few days we had to pay a penalty of $500 plus fee change, so we ended up paying $800 per person in addition to the fare already paid. ",2019-09-18,3,2019,9,    angeles   istanbul   london  flight between london   istanbul   like coach        small   room  transatlantic business seats   very narrow   mine     become   complete    food   below average    heathrow   business lounge     cramped  tasteless  dirty lounge     took          find   chairs   seat  food    awful   service   even worst  when   wanted   change   departure date       days           penalty        plus   change      ended   paying        person   addition     fare already paid  ,-0.47000000000000003,Negative
✅ Trip Verified | Phoenix to Tel Aviv via London. The return from London to Phoenix was a nightmare. I want everyone to know that I sent a complaint 3 times but there is no one to talk to. This is not something that I am used to.,2019-09-17,4,2019,9, phoenix     aviv   london    return from london   phoenix     nightmare    want everyone   know that   sent   complaint   times   there         talk    this     something that     used   ,-0.3,Negative
"Not Verified |  London to Kefalonia . The T5 Galleries lounge is showing its age and was packed at 9:30 on a Saturday. Boarding was by the now standard groups, which meant waiting 15 minutes in a queue and then 10 minutes on the bridge. The flight deck then informed us that we’d be waiting on a stand for 1 hr 20 minutes before our departure slot. Once in the air, cabin crew delivered the usual Club Europe experience, which was mediocre at best. Fortunately, arrival was only 45 minutes late and we were out of Kefalonia airport 30 minutes later. Overall, a typical BA experience that’s lacklustre at best.",2019-09-16,5,2019,9,  london   kefalonia        galleries lounge   showing         packed            saturday  boarding         standard groups  which meant waiting    minutes     queue   then    minutes     bridge    flight deck then informed   that       waiting     stand          minutes before   departure slot  once        cabin crew delivered   usual club europe experience  which   mediocre   best  fortunately  arrival   only    minutes late     were     kefalonia airport    minutes later  overall    typical   experience that   lacklustre   best ,0.10757575757575757,Positive
"✅ Trip Verified |  London to Dublin. It was never my choice to fly with British Airways and I will never fly with them again. I was supposed to fly with American Airlines from the USA to Dublin, but I had a connecting flight from my origin city to Chicago. Unfortunately, my first flight was delayed due to weather, which caused me to miss the flight from Chicago to Dublin. I was put on a flight to London instead, which I had to run for when I finally made it to Chicago, and my bag did not make it on the flight. I then flew with British Airways from London to Dublin. I was told to file a lost baggage claim with BA, which I did. I was told that the bag would be transferred from American to BA when it arrived in Dublin. Using American’s baggage tracking system, I was able to confirm that the bag arrived the day after I did around noon on Saturday. I am writing this review on the following Sunday and the bag is still not in my possession. BA’s customer service is terrible. If someone there tells me one more time to just wait and be patient, I am going to lose it! My bag has been sitting at the airport in the same city I’m in for more than a day and I can’t get it. Talk about serious frustration. I don’t know which airline is at fault for the delay, but the difference is that when I called American, the rep did everything she could to find out the status of my bag. And even though their baggage claim desk was closed when I called, she still tried to call an internal number to see if anyone was still around. Unfortunately she couldn’t get hold of anyone, but she left them a message and told me exactly who I could call and when to call them the next morning. I did not receive that level of service from BA. I even asked if they could call the airport and was told, “we are not authorized to call airports.” Why in the world wouldn’t they be authorized to call their own baggage department? I am not thrilled with either airline, but at least American has made some attempt to help me. This has ruined the first three days of a trip that I planned for two years. If you do check a bag and it’s lost or delayed, don’t expect any help if you flew with BA. And here’s a tip: if you are dealing with a lost or delayed bag in a country you don’t live in, don’t call the generic customer service number on the website you would normally use. Dig around and see if you can find a number for the airport you flew into. You will get a lot more information and assistance that way. ",2019-09-16,5,2019,9,  london   dublin      never   choice     with british airways     will never   with them again      supposed     with american airlines from       dublin          connecting flight from   origin city   chicago  unfortunately    first flight   delayed     weather  which caused     miss   flight from chicago   dublin            flight   london instead  which           when   finally made     chicago            make       flight    then flew with british airways from london   dublin      told   file   lost baggage claim with    which          told that     would   transferred from american     when   arrived   dublin  using american   baggage tracking system      able   confirm that     arrived     after     around noon   saturday      writing this review     following sunday         still       possession      customer service   terrible    someone there tells     more time   just wait     patient      going   lose          been sitting     airport     same city         more than                  talk about serious frustration        know which airline     fault     delay      difference   that when   called american        everything   could   find     status          even though their baggage claim desk   closed when   called    still tried   call   internal number       anyone   still around  unfortunately   couldn     hold   anyone      left them   message   told   exactly     could call   when   call them   next morning        receive that level   service from      even asked   they could call   airport     told         authorized   call airports         world wouldn   they   authorized   call their   baggage department        thrilled with either airline      least american   made some attempt   help    this   ruined   first three days     trip that   planned     years        check           lost   delayed      expect   help     flew with      here              dealing with   lost   delayed       country       live        call   generic customer service number     website   would normally      around           find   number     airport   flew into    will       more information   assistance that    ,0.048380355276907004,Positive
